  1.156  -0.893
  0.013   0.164
  0.986   0.087
  0.069   1.252
  0.969   0.841
  0.974  -0.873
  0.973  -0.423
 -1.069   0.028
  1.181  -0.940
  1.189  -0.092
 -0.150  -0.371
  0.924   0.858
  0.098   0.226
 -0.006   0.199
  0.158   0.032
  0.325  -0.470
  1.006   0.900
 -0.033   0.291
  0.613  -0.465
  0.904   0.832
  0.782  -0.908
 -0.545   0.345
 -0.997   0.245
  0.772  -0.588
 -0.047  -0.393
 -0.231  -0.255
  1.036   0.084
  0.676  -1.117
  0.922   0.568
  0.992  -0.280
  1.212  -0.081
  0.239   0.103
  1.094   0.954
 -0.809   0.003
  0.852  -0.005
  0.210  -0.131
 -0.100   0.833
  0.174   1.258
  1.004   0.916
  0.033   0.164
  0.791   0.184
  1.184   0.072
  1.133   1.072
  0.283   0.310
  1.076  -0.953
  1.047  -0.577
  0.660   1.128
 -0.104   0.638
  1.067  -0.734
  1.072   0.265
 -0.076  -0.143
  0.552  -0.136
  0.763   0.936
 -1.316   0.017
 -0.206  -0.024
 -0.002   0.111
  0.260   0.005
  1.184   0.030
 -0.398  -0.018
  0.882   0.822
  0.003  -0.031
 -0.808   0.152
 -1.210   0.288
 -0.101   0.161
  0.880   0.931
  0.415  -0.161
 -1.068   0.088
  0.031   1.562
  1.142   0.980
 -1.167   0.015
  0.650  -1.411
 -0.694   0.051
  1.160  -1.338
  0.655  -0.123
  0.085   0.050
 -0.141  -0.389
  0.853   0.614
 -0.087  -0.041
  0.788   0.243
  1.200  -0.158
  1.015   1.090
  1.096   0.983
  0.715   0.116
  1.180   1.322
  1.243  -1.159
  1.039  -0.726
  1.212  -1.220
  0.639   0.876
 -0.608   0.208
  1.009   1.175
  0.795   0.074
  0.850   0.807
 -0.756  -0.111
  1.092   0.988
  0.831   1.511
 -0.425  -0.132
 -1.179  -0.091
  1.006  -0.256
 -0.959  -0.165
 -0.147   0.302
  0.275   0.943
 -0.183   0.187
  0.629  -0.955
  0.209   1.380
  1.414   0.714
  0.003   0.801
  1.415  -1.033
  0.822   1.174
  0.170  -0.030
  0.554  -1.170
  0.898   1.047
  0.933   1.013
  0.314   0.630
  1.062   0.811
 -0.125   0.904
  0.274   0.219
  0.676   0.733
  1.030  -0.047
 -1.145  -0.062
  0.047   0.056
  0.792  -0.719
  0.757   0.005
  0.881   1.215
  0.069   0.733
  0.669  -0.014
 -0.193   1.551
  0.068   0.542
  1.172   1.337
  0.945  -0.023
  1.005  -0.079
 -0.288  -0.221
  1.069  -0.068
  0.857  -0.481
  0.588   0.552
 -1.284   0.065
 -0.179   0.186
  1.035  -1.134
  0.500  -0.160
 -0.055   1.076
 -1.359   0.054
  0.734  -0.220
 -0.041   1.064
  1.547   0.966
  0.088   0.385
  1.622   0.341
  0.831   0.001
 -0.206  -0.022
  0.142   0.087
  0.914   0.072
  1.272  -0.004
 -0.125   0.127
  0.847  -0.455
 -0.814  -0.219
  1.286  -0.117
  1.079  -0.410
  0.115  -0.202
  0.807  -1.082
 -1.063   0.133
 -0.141   0.254
  1.352   1.093
 -1.158  -0.197
 -0.286   1.584
 -0.147   0.933
 -1.320   0.187
 -0.460   0.500
  0.965   0.130
  0.304   0.737
  0.645   0.819
  0.996   1.394
  1.275   1.157
  0.344   1.265
  0.970   0.894
  0.939   0.814
 -1.070  -0.383
  1.212   1.052
 -0.021  -0.352
 -0.661  -0.015
  1.062  -1.321
 -0.798   0.304
  0.716   0.962
 -0.030   0.979
  0.824  -0.224
  0.052   1.019
 -0.782  -0.139
  1.133   1.147
 -0.834  -0.065
 -0.492   0.196
 -0.744  -0.123
  0.869  -0.132
  1.199   0.223
  0.820  -0.340
  0.971   0.182
 -0.146  -0.032
 -0.480  -0.202
  0.822   1.030
 -0.326   0.185
 -0.501   0.272
 -1.328  -0.375
  1.195   0.996
  0.227  -0.073
  1.128   0.312
  0.151   0.202
  1.084   0.931
  1.157  -0.792
 -1.152  -0.307
 -0.580  -0.347
  0.723  -0.198
 -0.337  -0.378
 -0.128   0.786
  1.389   0.325
 -1.096  -0.129
  0.018   0.132
 -1.074  -0.172
  1.045  -0.650
  0.489  -0.094
 -1.021   0.024
  0.606   0.710
 -1.510   0.001
  0.277  -0.212
 -0.291   1.115
 -0.600   0.128
  0.866  -0.045
  0.990   1.295
  1.642  -0.648
 -0.092   0.408
 -1.342  -0.166
  1.420  -0.208
 -0.385   1.179
 -0.798  -0.551
  0.365   1.261
  1.281   0.117
 -1.109   0.401
  0.038   1.009
  0.119   0.029
  0.907   1.089
  0.123  -0.246
  0.187   0.233
  0.657  -0.186
  0.937   0.086
 -1.079   0.120
  0.986   0.300
 -1.265  -0.158
  0.176  -0.456
 -1.130   0.436
  0.747   1.216
 -0.152  -0.370
  1.308  -0.282
 -1.413  -0.129
 -0.548   0.282
 -0.939   0.130
 -1.315   0.074
  0.972   0.150
  0.899  -1.007
 -0.370  -0.220
 -0.300   0.854
 -0.319   0.439
  0.384   0.118
 -0.264   0.166
  1.109   0.150
  1.169  -0.686
  1.150  -0.861
  0.186   1.063
  0.695  -0.252
  0.818   0.697
  0.170  -0.186
  0.024   1.229
 -0.981   0.289
  0.950  -0.158
 -0.774   0.373
  0.885   1.108
  0.725  -0.066
 -0.102   0.977
 -1.653   0.007
  0.790   0.940
 -0.609  -0.208
  1.133   0.858
  0.655   0.070
 -1.347  -0.005
  1.228   0.811
 -0.053   0.703
  1.001   1.191
  0.879  -0.693
 -0.245  -0.011
 -0.859  -0.409
 -0.080   0.071
  0.249   0.766
  0.984   1.240
  0.687   0.129
  1.111   0.260
 -1.143  -0.116
 -0.271   0.864
  1.033  -0.049
  0.653   0.722
 -1.094  -0.196
  1.329   1.237
 -0.251   0.049
  0.121  -0.121
  1.212   0.934
  0.966  -0.876
  0.836  -1.144
  0.899  -0.555
 -0.004  -0.291
 -0.410   1.159
  0.218  -0.001
 -1.140  -0.293
  0.855  -0.902
  0.126  -0.454
  0.768  -0.420
  1.404   0.604
  1.013   0.942
  0.139   0.201
 -1.326  -0.304
 -0.909   0.064
 -0.784  -0.189
  0.155   1.108
  1.270  -0.850
 -0.228  -0.253
  0.650   0.613
  0.951   0.519
  0.981  -1.108
  1.046   1.095
  0.892   0.191
  0.119   0.234
  0.922  -0.253
  0.690  -0.776
 -1.326   0.148
  0.013   0.845
 -1.023  -0.021
 -0.227  -0.237
 -0.107   0.249
  0.546   0.321
 -0.294   1.220
  0.273   1.051
  1.221   1.455
  0.353  -0.375
  0.633  -0.909
 -1.378   0.079
 -0.792  -0.005
  1.020   1.251
  1.158   1.106
  0.622   0.909
  1.222   0.585
  1.506   0.665
  1.327   1.045
 -1.042  -0.217
 -0.799   0.262
 -1.053   0.136
  1.156   1.030
 -1.236   0.015
  0.144  -0.109
 -1.094   0.056
  0.267  -0.307
 -1.036   0.289
  1.182  -0.320
  0.809   0.161
 -0.874  -0.305
  1.398   1.191
 -0.897   0.046
  0.084   1.211
 -0.049   0.044
  0.916  -1.007
 -0.459  -0.349
 -0.082   0.270
 -0.230   1.277
  0.772  -0.888
  0.862   0.890
  1.488   0.171
  0.410  -0.379
  0.979   0.856
 -0.815  -0.044
  0.853   0.916
  0.873  -1.174
  1.164   1.253
  0.778   0.156
  0.704   0.045
  0.210  -0.334
  1.377   0.522
 -1.259  -0.034
 -0.949  -0.170
  1.095   0.112
  0.560  -0.055
  0.966   1.261
  0.633   1.095
  0.934  -1.406
 -0.051   0.166
  1.385   0.045
  0.971   0.523
  1.281  -1.115
 -0.910  -0.461
  1.158   0.277
  1.154   1.016
 -0.798   0.020
  1.136  -0.163
  1.052  -0.132
  0.351  -0.107
  0.873   1.106
 -0.984  -0.367
  1.399   0.041
  1.086  -1.082
 -0.556   0.316
  0.883  -0.167
 -0.038   1.086
  1.074   1.123
 -0.422   0.203
  0.924   0.879
 -0.504   0.041
  0.755   0.892
  1.551  -1.153
 -1.317   0.157
  0.878   1.403
  0.735  -0.681
  0.038  -0.000
 -0.976   0.066
 -0.145   1.200
  0.401  -0.318
 -0.896   0.142
  0.118   0.621
 -0.049   1.145
 -0.134   0.125
 -0.752   0.282
 -0.888   0.369
  1.009  -0.439
  0.002  -0.024
  0.752  -1.112
  0.415   1.230
  0.976  -1.305
 -0.041   0.854
  1.466   0.068
 -0.724  -0.089
  1.332   1.308
 -0.095   0.538
 -0.343   1.075
  0.637  -0.134
  1.122   0.935
  1.112   0.332
 -1.044  -0.095
  0.730   1.045
 -0.149  -0.524
  1.201   0.198
  0.918   0.409
  0.642   1.119
  1.199  -0.243
  0.940  -0.157
  0.319   0.432
  1.060   0.525
 -0.296  -0.263
 -0.116   1.443
 -0.290   0.380
  0.802   0.677
 -0.837   0.112
 -0.288   1.208
  1.063  -1.023
  0.256  -0.214
  0.000   0.683
 -1.399   0.227
 -0.096   0.846
 -0.745   0.222
  0.019   1.119
  0.632   1.005
 -0.061   0.253
 -0.071   0.251
 -0.221   0.041
  0.114   1.435
 -0.071   0.701
  0.256   0.160
 -0.054   1.104
  1.085   0.130
 -1.099  -0.052
  0.746  -0.010
  1.088  -0.387
  1.233   1.314
 -0.090  -0.028
  0.524   0.668
 -0.331   0.094
  1.218   0.139
 -0.606  -0.059
 -1.172   0.093
  1.019   0.220
  1.029   1.634
 -0.082  -0.111
 -0.101   0.380
 -0.103   0.221
  0.847   0.955
 -0.145   0.046
 -0.143  -0.000
  0.664  -0.076
  1.253  -0.008
  0.766  -1.137
  0.072   0.094
  1.254  -0.014
  1.114   1.001
  1.009  -0.253
 -0.866  -0.251
  1.440  -1.111
  0.980   0.421
 -0.092   0.206
  0.317   0.039
 -0.040   1.057
  1.212   0.841
  1.148  -0.106
  0.083   0.763
  1.057  -0.857
 -0.787  -0.047
  1.194  -0.732
  0.963  -0.690
  0.806   0.354
 -0.437  -0.355
 -0.502   0.770
  0.203   0.202
  0.780   0.984
  1.443   0.925
  0.307   0.155
  1.222  -0.177
  0.030  -0.038
  1.071   1.022
 -0.869  -0.041
 -0.509   0.129
  0.891  -0.476
 -0.897  -0.018
  0.768   1.357
 -0.085  -0.409
  1.388   0.681
 -0.973   0.123
  0.850   0.010
  0.387  -0.027
  0.054   1.001
 -1.243   0.430
  1.183  -0.660
 -0.033   0.329
  0.254   0.263
  1.198  -1.120
  0.078   0.476
  0.605   0.129
  0.930  -0.426
  0.823   0.559
 -0.833   0.066
  1.380  -1.246
  1.232   0.120
 -0.344   0.287
  1.549   1.023
 -1.424  -0.222
  0.286  -0.021
 -0.929  -0.073
  1.226   0.930
 -0.887   0.117
 -0.405   0.259
 -1.508  -0.800
  1.032   1.133
 -0.403   0.200
  1.165   0.762
  0.732   0.134
 -0.100   0.750
  0.480   0.948
  0.983   0.076
  1.179  -0.076
  0.029   0.719
 -1.021   0.025
 -0.056   0.048
 -0.129   0.090
  0.757  -0.137
  0.906   1.169
  0.765   1.217
  1.378  -0.228
 -0.955   0.126
  0.009   0.806
 -1.445   0.206
  0.943   0.099
  0.088  -0.442
  0.729  -1.053
 -0.209   1.005
  0.446  -0.747
  1.132   0.724
 -0.160   0.268
 -0.961  -0.089
  0.698  -0.051
  1.121  -1.062
  0.136   0.056
  0.199   1.469
  1.344  -1.089
  1.164   0.380
  1.316   1.325
  0.933   0.273
  0.962  -0.481
  1.048   0.034
  0.699  -0.268
 -0.122  -0.092
  0.040  -0.405
  0.942   1.181
  0.075  -0.052
  1.295  -0.308
  0.565  -0.969
  1.012   0.042
 -0.887  -0.143
 -0.890   0.247
  0.094  -0.213
  0.154   0.945
 -0.171  -0.248
  0.988   0.757
  1.263   0.205
  0.982  -0.151
  0.972   0.920
  0.888   0.559
 -0.235  -0.154
  1.113  -1.166
 -0.507  -0.377
 -0.086   0.455
 -1.065  -0.352
 -0.737   0.533
  1.319  -1.188
  0.942   0.844
  0.655  -0.141
  0.925  -0.879
  0.062   0.851
 -1.052   0.311
  0.275   0.754
 -0.978  -0.071
  1.164   0.944
  0.610  -0.088
  0.937  -0.965
  1.088  -0.240
  1.437   0.007
  1.305   0.514
  1.051  -0.974
  0.640   1.116
 -0.777   0.140
  0.973  -0.593
 -1.132   0.049
  0.851  -0.122
  1.068   0.425
  1.380  -0.861
  1.119   0.822
 -0.619  -0.160
  1.408   0.974
  1.374  -0.035
  0.133  -0.378
  1.155   0.004
 -0.735   0.276
  0.915  -0.072
  0.913   1.022
  1.240  -1.073
  0.861   1.387
  1.134  -0.563
  0.226   0.780
  0.819   1.097
  0.513  -0.909
 -1.148   0.179
  0.930   0.285
  0.581  -1.273
 -0.162  -0.087
  1.239  -0.017
  0.657   0.224
  0.966  -0.111
  0.278  -0.734
  0.384   1.496
  0.956   0.590
 -0.444  -0.070
  1.006   0.279
 -0.454   0.269
  0.879   0.861
  1.280   1.022
 -0.995  -0.185
 -0.979  -0.129
  0.535  -0.884
  1.154  -0.073
  0.369  -0.015
  0.702   0.952
  1.005  -0.077
  0.844  -0.127
  0.853  -0.367
  0.767   0.460
  1.278   1.427
 -0.728  -0.101
 -0.354  -0.101
  0.785  -0.371
  0.786   1.182
 -0.894   0.083
  0.747  -0.379
  0.830   0.767
  1.072  -0.040
  0.924   0.225
 -0.027   0.770
 -0.794  -0.156
  0.371   0.782
  0.159  -0.073
 -1.415   0.481
  1.064   1.241
  0.120   0.212
  1.106   0.738
 -0.719  -0.465
 -1.367  -0.379
  0.900  -1.082
  0.047   0.137
 -0.601  -0.161
  1.399   0.417
  0.560   0.673
  0.701  -0.869
  1.172   0.948
 -0.240   0.254
  0.741   0.897
  0.951  -1.145
  1.346  -0.342
 -0.704  -0.076
  1.094  -0.382
  0.527   1.150
  0.997  -0.569
  0.247   0.749
 -0.855  -0.018
  1.272   0.970
  1.428  -1.031
  0.855   0.252
 -1.143   0.312
  1.525   1.267
 -0.111   1.127
  1.646   0.151
  0.854   0.420
  0.593   0.086
  0.284   1.232
  1.102  -0.139
  1.055  -0.364
  0.686  -0.156
  1.307   1.230
  1.013   1.153
  0.349  -0.782
  0.034   0.710
  0.998   1.152
  1.280   0.552
  0.140  -0.218
 -0.966   0.026
  0.703   1.072
 -1.230  -0.274
  0.259  -0.052
  0.949   0.878
 -1.106   0.048
 -0.085   1.270
 -0.839  -0.087
  0.095  -0.225
  0.378   0.147
 -0.874  -0.140
 -1.094  -0.242
  0.810  -0.417
  1.116   0.050
 -1.024  -0.007
  1.156   1.348
  1.056   0.788
  1.234   0.349
